label,woonplaats,addressId,straatnaam,huisletter,huisnummer,huisnummer_toevoeging,geo
Laanstraat 89-1 Baarn,Baarn,https://data.kkg.kadaster.nl/id/nummeraanduiding/0308200000012655,Laanstraat,C,89,1,POINT (5.2851071934473 52.211949698716)
Soesterbergsestraat 133-14 Soest,Soest,https://data.kkg.kadaster.nl/id/nummeraanduiding/0342200000025417,Soesterbergsestraat,B,133,14,POINT (5.3043628278114 52.146200689619)
Amsterdamsestraatweg 148-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000002445,Amsterdamsestraatweg,A,148,BS,POINT (5.1036994640102 52.098399184557)
Blauwkapelseweg 31-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000050619,Blauwkapelseweg,A,31,BS,POINT (5.1292486172298 52.09979151307)
Friesestraatweg 16-3a Groningen,Groningen,https://data.kkg.kadaster.nl/id/nummeraanduiding/0014200040359418,Friesestraatweg,,16,3a,POINT (6.548431750992 53.215550522707)
Valeriushof 6-4 Amersfoort,Amersfoort,https://data.kkg.kadaster.nl/id/nummeraanduiding/0307200000468920,Valeriushof,,6,4,POINT (5.4016466566969 52.152267307105)
Nieuwstraat 12-5 Amersfoort,Amersfoort,https://data.kkg.kadaster.nl/id/nummeraanduiding/0307200000526255,Nieuwstraat,,12,5,POINT (5.3919943012222 52.155944125624)
Julianalaan 7-0015 Baarn,Baarn,https://data.kkg.kadaster.nl/id/nummeraanduiding/0308200000010038,Julianalaan,,7,0015,POINT (5.2780680456219 52.206595641084)
Faas Eliaslaan 2-0003 Baarn,Baarn,https://data.kkg.kadaster.nl/id/nummeraanduiding/0308200000010767,Faas Eliaslaan,,2,0003,POINT (5.2968547056201 52.212615368909)
Eemnesserweg 31-G1 Baarn,Baarn,https://data.kkg.kadaster.nl/id/nummeraanduiding/0308200000012180,Eemnesserweg,,31,G1,POINT (5.2871828469182 52.212832281142)
Spoorlaan 3-TR Bilthoven,Bilthoven,https://data.kkg.kadaster.nl/id/nummeraanduiding/0310200000719936,Spoorlaan,,3,TR,POINT (5.2033170376739 52.129142319432)
Sweelincklaan 1-TR Bilthoven,Bilthoven,https://data.kkg.kadaster.nl/id/nummeraanduiding/0310200000720932,Sweelincklaan,,1,TR,POINT (5.2153035252758 52.136847427245)
Maarsseveensevaart 3-1 Maarssen,Maarssen,https://data.kkg.kadaster.nl/id/nummeraanduiding/0333200000016250,Maarsseveensevaart,,3,1,POINT (5.054862711443 52.145485422891)
Lange Jufferstraat 10-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000000414,Lange Jufferstraat,,10,BS,POINT (5.1253677699019 52.093476212847)
Schoutenstraat 5-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000000723,Schoutenstraat,,5,BS,POINT (5.1194923011997 52.092610043996)
Springweg 18-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000000735,Springweg,,18,BS,POINT (5.1187437366917 52.088728939989)
Croeselaan 213-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000000839,Croeselaan,,213,BS,POINT (5.1096011809062 52.083629542411)
Oudkerkhof 5-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000003386,Oudkerkhof,,5,BS,POINT (5.1202489060368 52.091519493886)
Lessinglaan 1-3 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000014531,Lessinglaan,,1,3,POINT (5.0834070658584 52.09182881217)
Plompetorengracht 10-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000038588,Plompetorengracht,,10,BS,POINT (5.1233381960231 52.095768551283)
Nobelstraat 1-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000041017,Nobelstraat,,1,BS,POINT (5.1233776203142 52.093062703372)
Acaciastraat 15-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000042983,Acaciastraat,,15,BS,POINT (5.1008117773935 52.101040259671)
Acaciastraat 20-BSA Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000042993,Acaciastraat,,20,BSA,POINT (5.1009445297234 52.101414754791)
Acaciastraat 22-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000042997,Acaciastraat,,22,BS,POINT (5.101065315774 52.101495041628)
Acaciastraat 23-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000043000,Acaciastraat,,23,BS,POINT (5.1012548276047 52.101331568145)
Acaciastraat 24-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000043446,Acaciastraat,,24,BS,POINT (5.1011132354177 52.101526373409)
Acaciastraat 28-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000043452,Acaciastraat,,28,BS,POINT (5.1013447284126 52.101679390183)
Mariastraat 33-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000044045,Mariastraat,,33,BS,POINT (5.11711971889 52.090479468376)
Van Alphenstraat 46-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000044217,Van Alphenstraat,,46,BS,POINT (5.1387269957091 52.090937123345)
Adelaarstraat 39-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000048018,Adelaarstraat,,39,BS,POINT (5.1179044631945 52.099422001305)
Bucheliusstraat 11-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000048062,Bucheliusstraat,,11,BS,POINT (5.1194578271043 52.102424527354)
Johannes Camphuysstraat 57-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000048102,Johannes Camphuysstraat,,57,BS,POINT (5.0945127654571 52.091740661066)
A.B.C.-straat 10-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000048382,A.B.C.-straat,,10,BS,POINT (5.1248955884442 52.086315657132)
Adelaarstraat 45-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000048692,Adelaarstraat,,45,BS,POINT (5.1184242476658 52.09938245327)
Adelaarstraat 70-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000048720,Adelaarstraat,,70,BS,POINT (5.1172054855563 52.099553713873)
Coornhertstraat 4-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000048792,Coornhertstraat,,4,BS,POINT (5.1150799576656 52.07904808501)
Coornhertstraat 14-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000048807,Coornhertstraat,,14,BS,POINT (5.1148662081303 52.079274980954)
Coornhertstraat 73-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000048853,Coornhertstraat,,73,BS,POINT (5.1140238186359 52.080488948812)
Amsterdamsestraatweg 388-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000049106,Amsterdamsestraatweg,,388,BS,POINT (5.0948616655355 52.103495433637)
Bilderdijkstraat 65-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000049236,Bilderdijkstraat,,65,BS,POINT (5.1007437349485 52.094411623519)
Adriaanstraat 40-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000049272,Adriaanstraat,,40,BS,POINT (5.1350731034704 52.094870028429)
Amsterdamsestraatweg 434-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000049445,Amsterdamsestraatweg,,434,BS,POINT (5.0926233897977 52.104745207538)
Nicolaas Beetsstraat 4-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000049471,Nicolaas Beetsstraat,,4,BS,POINT (5.1177835735577 52.085136635436)
Johannes van Andelstraat 24-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000049479,Johannes van Andelstraat,,24,BS,POINT (5.0892139562019 52.108212645551)
Billitonkade 1-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000049539,Billitonkade,,1,BS,POINT (5.0943464833821 52.088231033972)
Billitonkade 4-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000049545,Billitonkade,,4,BS,POINT (5.0941774691307 52.088317097318)
Billitonkade 10-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000049919,Billitonkade,,10,BS,POINT (5.0938774891994 52.088518529202)
Billitonkade 22-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000049933,Billitonkade,,22,BS,POINT (5.0937898063283 52.089053443162)
Billitonkade 85-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000049977,Billitonkade,,85,BS,POINT (5.0931386606241 52.093121027635)
Ambonstraat 20-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000050004,Ambonstraat,,20,BS,POINT (5.0913779595419 52.090033857791)
Ambonstraat 22-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000050006,Ambonstraat,,22,BS,POINT (5.0913076239433 52.089986107408)
Johannes Camphuysstraat 3-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000050104,Johannes Camphuysstraat,,3,BS,POINT (5.0961204754523 52.09307039948)
Amsterdamsestraatweg 350-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000050162,Amsterdamsestraatweg,,350,BS,POINT (5.0960500265275 52.102815676778)
Baanstraat 7-BSA Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000050201,Baanstraat,,7,BSA,POINT (5.1366616198317 52.088628771317)
Baanstraat 18-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000050210,Baanstraat,,18,BS,POINT (5.1376435702222 52.088228853534)
Balijelaan 27-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000050246,Balijelaan,,27,BS,POINT (5.1136159038309 52.077715799046)
Balijelaan 32-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000050254,Balijelaan,,32,BS,POINT (5.1130061413569 52.077217682698)
Balijelaan 47-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000050275,Balijelaan,,47,BS,POINT (5.1124960416188 52.077576656763)
Louise de Colignystraat 4-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000050522,Louise de Colignystraat,,4,BS,POINT (5.1414138066642 52.085530277796)
Johannes van Andelstraat 6-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000050543,Johannes van Andelstraat,,6,BS,POINT (5.0897076713209 52.107847700815)
Balijelaan 51-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000050562,Balijelaan,,51,BS,POINT (5.1123368699647 52.077556853498)
Balijelaan 53-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000050568,Balijelaan,,53,BS,POINT (5.1122633548996 52.077546561479)
Balijelaan 60-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000050586,Balijelaan,,60,BS,POINT (5.1105779775025 52.076905587966)
Balijelaan 87-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000050609,Balijelaan,,87,BS,POINT (5.1105922767212 52.07733216023)
Nicolaas Beetsstraat 12-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000050636,Nicolaas Beetsstraat,,12,BS,POINT (5.1173248447583 52.084974160471)
Nicolaas Beetsstraat 20-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000050641,Nicolaas Beetsstraat,,20,BS,POINT (5.1170055961907 52.084864871303)
Ampèrestraat 25-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000050805,Ampèrestraat,,25,BS,POINT (5.0855885667674 52.11030545596)
Ampèrestraat 29-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000050810,Ampèrestraat,,29,BS,POINT (5.0857012650616 52.110341992915)
Croeselaan 227-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000050842,Croeselaan,,227,BS,POINT (5.1100721282873 52.08311508515)
Croeselaan 229-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000050846,Croeselaan,,229,BS,POINT (5.1101035118493 52.083081714273)
Croeselaan 231-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000050850,Croeselaan,,231,BS,POINT (5.1102077525575 52.082970677815)
Croeselaan 235-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000050858,Croeselaan,,235,BS,POINT (5.1103447570854 52.082824691662)
Croeselaan 251-BSA Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000050873,Croeselaan,,251,BSA,POINT (5.1107909535015 52.082348965919)
Croeselaan 257-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000050880,Croeselaan,,257,BS,POINT (5.1109716963142 52.082162015027)
Croeselaan 259-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000050882,Croeselaan,,259,BS,POINT (5.1110333149252 52.082096546395)
Croeselaan 261-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000050884,Croeselaan,,261,BS,POINT (5.1110968419553 52.082029122799)
Croeselaan 271-BSA Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000050896,Croeselaan,,271,BSA,POINT (5.1114186677702 52.081686198814)
Croeselaan 277-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000050901,Croeselaan,,277,BS,POINT (5.111597469946 52.081493705752)
Croeselaan 279-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000050902,Croeselaan,,279,BS,POINT (5.1116571979383 52.081431719747)
Croeselaan 289-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000050911,Croeselaan,,289,BS,POINT (5.1119811153098 52.081086516122)
Croeselaan 293-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000050914,Croeselaan,,293,BS,POINT (5.1121001975247 52.080954147946)
Croeselaan 295-BSB Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000050917,Croeselaan,,295,BSB,POINT (5.1121863179564 52.080867856562)
Croeselaan 297-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000050918,Croeselaan,,297,BS,POINT (5.1122942654039 52.080752548556)
Croeselaan 347-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000050929,Croeselaan,,347,BS,POINT (5.1129103996849 52.080098653594)
Croeselaan 349-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000050930,Croeselaan,,349,BS,POINT (5.1129704278118 52.080034699223)
Johannes de Bekastraat 14-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000050972,Johannes de Bekastraat,,14,BS,POINT (5.1187348986555 52.100380286473)
Johannes de Bekastraat 16-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000050973,Johannes de Bekastraat,,16,BS,POINT (5.1186443669527 52.100394964557)
Bolksbeekstraat 33-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000051009,Bolksbeekstraat,,33,BS,POINT (5.1130312707095 52.078170882781)
Boomstraat 23-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000051401,Boomstraat,,23,BS,POINT (5.1387342118314 52.082911191668)
Croeselaan 353-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000051771,Croeselaan,,353,BS,POINT (5.1130966344489 52.079900504042)
Croeselaan 357-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000051774,Croeselaan,,357,BS,POINT (5.1132243654383 52.079765008994)
Croeselaan 359-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000051776,Croeselaan,,359,BS,POINT (5.1132901781014 52.0796948841)
Croeselaan 361-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000052066,Croeselaan,,361,BS,POINT (5.1133527274367 52.07962877825)
Croeselaan 363-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000052069,Croeselaan,,363,BS,POINT (5.1134106257159 52.079567002809)
Croeselaan 365-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000052071,Croeselaan,,365,BS,POINT (5.1134765277953 52.079496473553)
Croeselaan 367-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000052074,Croeselaan,,367,BS,POINT (5.1135519023473 52.079429876065)
Croeselaan 371-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000052079,Croeselaan,,371,BS,POINT (5.1136769763069 52.079284721151)
Croeselaan 373-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000052081,Croeselaan,,373,BS,POINT (5.1137397672895 52.079217078691)
Croeselaan 375-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000052084,Croeselaan,,375,BS,POINT (5.1138026454979 52.079149454376)
Croeselaan 377-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000052086,Croeselaan,,377,BS,POINT (5.1138777985596 52.079085507648)
Croeselaan 381-BSA Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000052092,Croeselaan,,381,BSA,POINT (5.1140134988355 52.07893896588)
Croeselaan 383-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000052094,Croeselaan,,383,BS,POINT (5.1140707479173 52.078878096403)
Croeselaan 385-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000052096,Croeselaan,,385,BS,POINT (5.1141292504355 52.078814991767)
Croeselaan 389-BS Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000052099,Croeselaan,,389,BS,POINT (5.1142168643377 52.078721691637)
Anna Paulownastraat 65 Groningen,Groningen,https://data.kkg.kadaster.nl/id/nummeraanduiding/0014200040358479,Anna Paulownastraat,b,65,,POINT (6.5774535673425 53.207333181482)
Straalmanstraat 4 Nijmegen,Nijmegen,https://data.kkg.kadaster.nl/id/nummeraanduiding/0268200000041084,Straalmanstraat,C,4,,POINT (5.8728255479257 51.844165865569)
Appelmarkt 17 Amersfoort,Amersfoort,https://data.kkg.kadaster.nl/id/nummeraanduiding/0307200000388706,Appelmarkt,B,17,,POINT (5.39015845979 52.157169737024)
Hendrik van Viandenstraat 8 Amersfoort,Amersfoort,https://data.kkg.kadaster.nl/id/nummeraanduiding/0307200000393137,Hendrik van Viandenstraat,A,8,,POINT (5.3915017913402 52.152155598316)
Krommestraat 44 Amersfoort,Amersfoort,https://data.kkg.kadaster.nl/id/nummeraanduiding/0307200000402508,Krommestraat,A,44,,POINT (5.388151462044 52.156522462679)
Schimmelpenninckstraat 26 Amersfoort,Amersfoort,https://data.kkg.kadaster.nl/id/nummeraanduiding/0307200000405358,Schimmelpenninckstraat,A,26,,POINT (5.3861909102805 52.160137856755)
Langestraat 7 Amersfoort,Amersfoort,https://data.kkg.kadaster.nl/id/nummeraanduiding/0307200000407539,Langestraat,B,7,,POINT (5.3880700176013 52.154363024068)
Arnhemsestraat 26 Amersfoort,Amersfoort,https://data.kkg.kadaster.nl/id/nummeraanduiding/0307200000408207,Arnhemsestraat,B,26,,POINT (5.386969566159 52.153056273459)
Koningin Wilhelminalaan 1 Amersfoort,Amersfoort,https://data.kkg.kadaster.nl/id/nummeraanduiding/0307200000415797,Koningin Wilhelminalaan,B,1,,POINT (5.3699498218323 52.149145643911)
Schimmelpenninckstraat 28 Amersfoort,Amersfoort,https://data.kkg.kadaster.nl/id/nummeraanduiding/0307200000443003,Schimmelpenninckstraat,A,28,,POINT (5.3862667573555 52.160175786297)
Scherbierstraat 1 Amersfoort,Amersfoort,https://data.kkg.kadaster.nl/id/nummeraanduiding/0307200000447097,Scherbierstraat,A,1,,POINT (5.3887420491171 52.154654764436)
Leusderweg 90 Amersfoort,Amersfoort,https://data.kkg.kadaster.nl/id/nummeraanduiding/0307200000449132,Leusderweg,A,90,,POINT (5.3822821441986 52.145529679603)
Langestraat 135 Amersfoort,Amersfoort,https://data.kkg.kadaster.nl/id/nummeraanduiding/0307200000463296,Langestraat,A,135,,POINT (5.3922617112215 52.156901552857)
Schimmelpenninckstraat 23 Amersfoort,Amersfoort,https://data.kkg.kadaster.nl/id/nummeraanduiding/0307200000485567,Schimmelpenninckstraat,A,23,,POINT (5.3868172748908 52.160193315058)
Breestraat 60 Amersfoort,Amersfoort,https://data.kkg.kadaster.nl/id/nummeraanduiding/0307200000488313,Breestraat,B,60,,POINT (5.3862101102796 52.157154855415)
Galvanistraat 7 Amersfoort,Amersfoort,https://data.kkg.kadaster.nl/id/nummeraanduiding/0307200000491863,Galvanistraat,A,7,,POINT (5.3818162537594 52.14174834154)
Havik 15 Amersfoort,Amersfoort,https://data.kkg.kadaster.nl/id/nummeraanduiding/0307200000499414,Havik,B,15,,POINT (5.3879027648813 52.157373441477)
Hellestraat 8 Amersfoort,Amersfoort,https://data.kkg.kadaster.nl/id/nummeraanduiding/0307200000516885,Hellestraat,B,8,,POINT (5.3861059708461 52.154624124213)
Groenmarkt 1 Amersfoort,Amersfoort,https://data.kkg.kadaster.nl/id/nummeraanduiding/0307200000527409,Groenmarkt,B,1,,POINT (5.3910179992954 52.156719317263)
Utrechtsestraat 3 Amersfoort,Amersfoort,https://data.kkg.kadaster.nl/id/nummeraanduiding/0307200000530586,Utrechtsestraat,A,3,,POINT (5.3868642821593 52.154425863057)
Bergstraat 14 Amersfoort,Amersfoort,https://data.kkg.kadaster.nl/id/nummeraanduiding/0307200000530618,Bergstraat,A,14,,POINT (5.383606699427 52.150576677649)
Hof 29 Amersfoort,Amersfoort,https://data.kkg.kadaster.nl/id/nummeraanduiding/0307200000530875,Hof,D,29,,POINT (5.3896555167563 52.155934889202)
Kamp 14 Amersfoort,Amersfoort,https://data.kkg.kadaster.nl/id/nummeraanduiding/0307200000533962,Kamp,A,14,,POINT (5.3937709582903 52.157491299927)
Appelmarkt 9 Amersfoort,Amersfoort,https://data.kkg.kadaster.nl/id/nummeraanduiding/0307200000543499,Appelmarkt,E,9,,POINT (5.3907849698309 52.157306218397)
Kamp 16 Amersfoort,Amersfoort,https://data.kkg.kadaster.nl/id/nummeraanduiding/0307200000546756,Kamp,A,16,,POINT (5.39382404707 52.157481544988)
Hogeweg 35 Amersfoort,Amersfoort,https://data.kkg.kadaster.nl/id/nummeraanduiding/0307200000555538,Hogeweg,H,35,,POINT (5.3988525657702 52.157247651286)
Van Asch van Wijckstraat 15 Amersfoort,Amersfoort,https://data.kkg.kadaster.nl/id/nummeraanduiding/0307200000556678,Van Asch van Wijckstraat,D,15,,POINT (5.3822512704648 52.15592000898)
Bergstraat 26 Amersfoort,Amersfoort,https://data.kkg.kadaster.nl/id/nummeraanduiding/0307200000562592,Bergstraat,A,26,,POINT (5.3830700915236 52.151086950774)
Eemnesserweg 44 Baarn,Baarn,https://data.kkg.kadaster.nl/id/nummeraanduiding/0308200000002072,Eemnesserweg,A,44,,POINT (5.2848523202411 52.214627855449)
Eemstraat 32 Baarn,Baarn,https://data.kkg.kadaster.nl/id/nummeraanduiding/0308200000002177,Eemstraat,A,32,,POINT (5.2961821010179 52.212399145017)
Koningsweg 6 Baarn,Baarn,https://data.kkg.kadaster.nl/id/nummeraanduiding/0308200000004489,Koningsweg,A,6,,POINT (5.2857987801909 52.210224627358)
Piet Heinlaan 2 Baarn,Baarn,https://data.kkg.kadaster.nl/id/nummeraanduiding/0308200000006625,Piet Heinlaan,A,2,,POINT (5.2975097754565 52.206998463333)
Tulpstraat 6 Baarn,Baarn,https://data.kkg.kadaster.nl/id/nummeraanduiding/0308200000008771,Tulpstraat,A,6,,POINT (5.2977878990851 52.206917783261)
Amalialaan 2 Baarn,Baarn,https://data.kkg.kadaster.nl/id/nummeraanduiding/0308200000014923,Amalialaan,B,2,,POINT (5.2833118046715 52.211701661359)
Vinkenlaan 33 Bilthoven,Bilthoven,https://data.kkg.kadaster.nl/id/nummeraanduiding/0310200000687742,Vinkenlaan,D,33,,POINT (5.2066575610048 52.128260713311)
Hessenweg 131 De Bilt,De Bilt,https://data.kkg.kadaster.nl/id/nummeraanduiding/0310200000702888,Hessenweg,A,131,,POINT (5.1809220929824 52.109881516653)
Nachtegaallaan 18 Bilthoven,Bilthoven,https://data.kkg.kadaster.nl/id/nummeraanduiding/0310200000704668,Nachtegaallaan,A,18,,POINT (5.2054296237734 52.128420063905)
Julianalaan 31 Bilthoven,Bilthoven,https://data.kkg.kadaster.nl/id/nummeraanduiding/0310200000714686,Julianalaan,A,31,,POINT (5.2075176775215 52.129482432764)
Julianalaan 4 Bilthoven,Bilthoven,https://data.kkg.kadaster.nl/id/nummeraanduiding/0310200000715160,Julianalaan,A,4,,POINT (5.2058568940145 52.129523969615)
Julianalaan 55 Bilthoven,Bilthoven,https://data.kkg.kadaster.nl/id/nummeraanduiding/0310200000718000,Julianalaan,A,55,,POINT (5.2086535837647 52.129725960466)
Hessenweg 206 De Bilt,De Bilt,https://data.kkg.kadaster.nl/id/nummeraanduiding/0310200000727680,Hessenweg,A,206,,POINT (5.18295897334 52.111881515377)
Hessenweg 27 De Bilt,De Bilt,https://data.kkg.kadaster.nl/id/nummeraanduiding/0310200000727889,Hessenweg,A,27,,POINT (5.1786777466139 52.106623690603)
Soestdijkseweg Zuid 247 Bilthoven,Bilthoven,https://data.kkg.kadaster.nl/id/nummeraanduiding/0310200000728104,Soestdijkseweg Zuid,A,247,,POINT (5.2018841839843 52.126433848527)
Kerkdijk 58 Westbroek,Westbroek,https://data.kkg.kadaster.nl/id/nummeraanduiding/0310200000729679,Kerkdijk,B,58,,POINT (5.1186509749464 52.154677376312)
Rijksstraatweg 29 Elst Ut,Elst Ut,https://data.kkg.kadaster.nl/id/nummeraanduiding/0340200000339431,Rijksstraatweg,A,29,,POINT (5.4922551988304 51.985633220635)
Bartolottilaan 7 Soest,Soest,https://data.kkg.kadaster.nl/id/nummeraanduiding/0342200000002049,Bartolottilaan,A,7,,POINT (5.3170616332181 52.16014461741)
Soesterbergsestraat 125 Soest,Soest,https://data.kkg.kadaster.nl/id/nummeraanduiding/0342200000014476,Soesterbergsestraat,A,125,,POINT (5.3063305498951 52.152750072424)
