label,woonplaats,addressId,straatnaam,huisletter,huisnummer,huisnummer_toevoeging,geo
Kapelstraat 25 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000140465,Kapelstraat,A,25,,POINT (5.1292433099674 52.096194617785)
Maliebaan 52 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000140536,Maliebaan,A,52,,POINT (5.1348250540531 52.092653025075)
Maliebaan 70 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000140542,Maliebaan,A,70,,POINT (5.135649262131 52.09320120617)
Maliesingel 16 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000140928,Maliesingel,B,16,,POINT (5.1280652868297 52.090935108034)
Koningslaan 1 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000141529,Koningslaan,A,1,,POINT (5.1416062008307 52.090669172186)
Kromme Nieuwegracht 35 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000142544,Kromme Nieuwegracht,A,35,,POINT (5.1260150128475 52.091400291579)
Hubert Duyfhuysstraat 3 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000142625,Hubert Duyfhuysstraat,A,3,,POINT (5.0899058367505 52.106928713865)
Daalseweg 199 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000143123,Daalseweg,B,199,,POINT (5.0755732435128 52.120915510299)
Janskerkhof 4 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000143200,Janskerkhof,A,4,,POINT (5.1211366737995 52.092817399371)
Oudemansstraat 1 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000144535,Oudemansstraat,A,1,,POINT (5.124074019084 52.102138796854)
Maliebaan 10 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000144631,Maliebaan,A,10,,POINT (5.1313578621832 52.0903304087)
Lijnmarkt 37 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000144652,Lijnmarkt,B,37,,POINT (5.1206110810151 52.089412647807)
Vossegatselaan 36 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000145507,Vossegatselaan,A,36,,POINT (5.1426652012319 52.082373340004)
Wilhelminapark 11 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000145672,Wilhelminapark,A,11,,POINT (5.1399385487732 52.089631179296)
Servaasbolwerk 12 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000145845,Servaasbolwerk,A,12,,POINT (5.1281780289979 52.086949193583)
Oudegracht 158 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000146355,Oudegracht,B,158,,POINT (5.1187849283714 52.091963362552)
Utrechtseweg 32 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000146636,Utrechtseweg,A,32,,POINT (5.0365677274695 52.098971035131)
Dr. Schaepmanstraat 8 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000146748,Dr. Schaepmanstraat,A,8,,POINT (5.0913186281459 52.104245908382)
Weg naar Rhijnauwen 4 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000147379,Weg naar Rhijnauwen,A,4,,POINT (5.1574075098258 52.081218546378)
Voorstraat 15 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000149333,Voorstraat,B,15,,POINT (5.1192626556572 52.094090278656)
Schroeder van der Kolkstraat 1 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000150491,Schroeder van der Kolkstraat,A,1,,POINT (5.1187383896892 52.08425811694)
Emmalaan 29 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000151031,Emmalaan,A,29,,POINT (5.1403239868288 52.092857971935)
Gansstraat 20 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000151093,Gansstraat,B,20,,POINT (5.1252044602741 52.080574725976)
Nieuwegracht 64 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000151404,Nieuwegracht,B,64,,POINT (5.1261327193077 52.087372793316)
Weltevredenstraat 1 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000087953,Weltevredenstraat,,1,,POINT (5.0863673605096 52.094659106912)
Mgr. van de Weteringstraat 128 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000088188,Mgr. van de Weteringstraat,,128,,POINT (5.1362280973926 52.094996140881)
Wittevrouwenstraat 6 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000088252,Wittevrouwenstraat,,6,,POINT (5.1237501170637 52.095255966578)
Wilhelminapark 15 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000088273,Wilhelminapark,,15,,POINT (5.1398440648307 52.089389417995)
Wilhelminapark 16 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000088274,Wilhelminapark,,16,,POINT (5.1397705435006 52.089243684108)
Wilhelminapark 17 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000088275,Wilhelminapark,,17,,POINT (5.139759571961 52.089227680311)
Wilhelminapark 26 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000088284,Wilhelminapark,,26,,POINT (5.1390319569363 52.088657089988)
Wilhelminapark 34 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000088296,Wilhelminapark,,34,,POINT (5.1384085382424 52.087417337893)
Wilhelminapark 36 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000088298,Wilhelminapark,,36,,POINT (5.1383993563788 52.087284313136)
Wilhelminapark 38 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000088300,Wilhelminapark,,38,,POINT (5.138385008319 52.087156760193)
Wilhelminapark 43 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000088303,Wilhelminapark,,43,,POINT (5.138361057259 52.086840779151)
Wilhelminapark 44 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000088304,Wilhelminapark,,44,,POINT (5.1383890574078 52.086777562258)
Wilhelminapark 51 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000088309,Wilhelminapark,,51,,POINT (5.138227202468 52.086282850004)
Wilhelminapark 53 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000088310,Wilhelminapark,,53,,POINT (5.1382404959826 52.086159256207)
Wilhelminapark 60 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000088314,Wilhelminapark,,60,,POINT (5.1383835779064 52.08568750496)
Wilhelminapark 61 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000088315,Wilhelminapark,,61,,POINT (5.1384668391391 52.085444032104)
Willemsplantsoen 8 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000088323,Willemsplantsoen,,8,,POINT (5.1169865571867 52.088206044792)
Willemsplantsoen 10 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000088324,Willemsplantsoen,,10,,POINT (5.1170843586583 52.088107022619)
Willemsplantsoen 11 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000088325,Willemsplantsoen,,11,,POINT (5.1171332592316 52.088057511501)
Prins Bernhardlaan 4 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000088384,Prins Bernhardlaan,,4,,POINT (5.0851911402503 52.113706423481)
Zonstraat 71 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000088526,Zonstraat,,71,,POINT (5.1365098311299 52.084883849526)
Zonstraat 116 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000088540,Zonstraat,,116,,POINT (5.1355374048823 52.08503873659)
Wittevrouwenstraat 30 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000088549,Wittevrouwenstraat,,30,,POINT (5.1250203196794 52.095122601492)
Wittevrouwenstraat 40 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000088559,Wittevrouwenstraat,,40,,POINT (5.1255118480443 52.095071607515)
Wolvenplein 27 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000088584,Wolvenplein,,27,,POINT (5.1254264616051 52.097002232236)
Rijksstraatweg 15 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000090041,Rijksstraatweg,,15,,POINT (5.0702681241809 52.081602695053)
Vinkenburgstraat 20 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000090042,Vinkenburgstraat,,20,,POINT (5.1178697703176 52.092449282695)
Jansdam 3 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000090043,Jansdam,,3,,POINT (5.1225582601986 52.092515094224)
Jansdam 5 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000090044,Jansdam,,5,,POINT (5.1225582601986 52.092515094224)
Croeselaan 15 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000090949,Croeselaan,,15,,POINT (5.1048662261967 52.088349667116)
Zandweg 91 De Meern,De Meern,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000096649,Zandweg,,91,,POINT (5.0416806742953 52.082386503119)
Rijksstraatweg 36 De Meern,De Meern,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000096696,Rijksstraatweg,,36,,POINT (5.0582662732954 52.082114414376)
Vondellaan 16 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000097161,Vondellaan,,16,,POINT (5.1205864783082 52.078401471996)
Vondellaan 120 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000097472,Vondellaan,,120,,POINT (5.1195705476091 52.078668902391)
Amstelstraat 33 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000098752,Amstelstraat,,33,,POINT (5.1166232732786 52.07243403159)
Daalseweg 114 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000101451,Daalseweg,,114,,POINT (5.0732118469337 52.121988477683)
Amsterdamsestraatweg 127 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000101704,Amsterdamsestraatweg,,127,,POINT (5.1052225861004 52.097844435343)
Eendstraat 11 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000104241,Eendstraat,,11,,POINT (5.1304454864016 52.078799534454)
Alberdingk Thijmstraat 2 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000107340,Alberdingk Thijmstraat,,2,,POINT (5.0986980717778 52.093891422047)
Alberdingk Thijmstraat 20 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000107349,Alberdingk Thijmstraat,,20,,POINT (5.0986980717778 52.093891422047)
Maliebaan 25 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000108649,Maliebaan,,25,,POINT (5.1315942196791 52.089609251734)
Veilingstraat 2 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000109193,Veilingstraat,,2,,POINT (5.1106278595802 52.082373399512)
Vleutenseweg 273 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000109397,Vleutenseweg,,273,,POINT (5.0978318765581 52.093504358486)
Ahornstraat 17 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000109513,Ahornstraat,,17,,POINT (5.1026469341292 52.102235188082)
Heringastraat 16 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000110132,Heringastraat,,16,,POINT (5.0979506085355 52.103604094176)
Heringastraat 22 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000110135,Heringastraat,,22,,POINT (5.0981132278999 52.103720330966)
Merelstraat 58 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000116349,Merelstraat,,58,,POINT (5.1151504979458 52.100738901476)
Merelstraat 62 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000116351,Merelstraat,,62,,POINT (5.1151504979458 52.100738901476)
Draaiweg 57 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000116359,Draaiweg,,57,,POINT (5.1146419697914 52.100834645427)
Maliesingel 78 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000117105,Maliesingel,,78,,POINT (5.1298835800951 52.084029279647)
Daelwijcklaan 28 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000118200,Daelwijcklaan,,28,,POINT (5.0872432427344 52.114205598083)
Daelwijcklaan 46 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000118209,Daelwijcklaan,,46,,POINT (5.0872432427344 52.114205598083)
Daelwijcklaan 114 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000118231,Daelwijcklaan,,114,,POINT (5.087969871515 52.114684151532)
Daelwijcklaan 134 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000118238,Daelwijcklaan,,134,,POINT (5.087969871515 52.114684151532)
Daelwijcklaan 138 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000118239,Daelwijcklaan,,138,,POINT (5.087969871515 52.114684151532)
Daelwijcklaan 140 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000118240,Daelwijcklaan,,140,,POINT (5.087969871515 52.114684151532)
Boerhaavelaan 81 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000118370,Boerhaavelaan,,81,,POINT (5.0997106237911 52.10579344725)
Ondiep 96 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000118376,Ondiep,,96,,POINT (5.1011985710132 52.106013569188)
Van Hoornekade 17 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000119007,Van Hoornekade,,17,,POINT (5.0975742470489 52.109262037889)
Jacob Simonsz. de Rijkstraat 40 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000119309,Jacob Simonsz. de Rijkstraat,,40,,POINT (5.0989050132457 52.110425565043)
Roelof Drosthof 10 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000119581,Roelof Drosthof,,10,,POINT (5.1218756776641 52.067853270486)
Kastanjestraat 10 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000123066,Kastanjestraat,,10,,POINT (5.1000576443211 52.106011192301)
Laan van Chartroise 72 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000123600,Laan van Chartroise,,72,,POINT (5.1033629630827 52.106168242426)
Daelwijcklaan 14 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000123736,Daelwijcklaan,,14,,POINT (5.0872432427344 52.114205598083)
Daelwijcklaan 24 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000123739,Daelwijcklaan,,24,,POINT (5.0872432427344 52.114205598083)
Ornsteinsingel 1 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000124022,Ornsteinsingel,,1,,POINT (5.1328595028917 52.107789968505)
Willemstraat 56 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000125303,Willemstraat,,56,,POINT (5.1131530849037 52.094625273621)
Boerhaaveplein 7 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000125447,Boerhaaveplein,,7,,POINT (5.104787464384 52.103838301524)
Jacob van Ruisdaelstraat 64 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000126362,Jacob van Ruisdaelstraat,,64,,POINT (5.1438890849124 52.08351712318)
Kanaalweg 32 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000126834,Kanaalweg,,32,,POINT (5.1100444197452 52.072221305121)
Kanaalweg 137 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000126836,Kanaalweg,,137,,POINT (5.0833692629074 52.092133176855)
Marnixlaan 32 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000126883,Marnixlaan,,32,,POINT (5.092797547325 52.105865428071)
Marnixlaan 54 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000126891,Marnixlaan,,54,,POINT (5.0930306043483 52.106017206654)
Marnixlaan 56 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000126892,Marnixlaan,,56,,POINT (5.09305673637 52.106034331158)
Marnixlaan 82 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000126901,Marnixlaan,,82,,POINT (5.0933360836409 52.106216819905)
Marnixlaan 84 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000126902,Marnixlaan,,84,,POINT (5.0933554435548 52.106229424453)
Marnixlaan 88 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000126903,Marnixlaan,,88,,POINT (5.0934006445447 52.106259044842)
Marnixlaan 96 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000126906,Marnixlaan,,96,,POINT (5.0934855403315 52.106314362052)
Marnixlaan 136 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000126920,Marnixlaan,,136,,POINT (5.0947805003742 52.10730978893)
Marnixlaan 156 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000126927,Marnixlaan,,156,,POINT (5.095237735677 52.107607338635)
Marnixlaan 162 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000126929,Marnixlaan,,162,,POINT (5.0954132908994 52.107697455862)
Korte Nieuwstraat 19 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000127126,Korte Nieuwstraat,,19,,POINT (5.1219701284748 52.089663990105)
Kanaalweg 186 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000127478,Kanaalweg,,186,,POINT (5.0803287863745 52.094067175146)
Wolvenstraat 14 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000127514,Wolvenstraat,,14,,POINT (5.124052614374 52.097094537769)
Catharijnesingel 34 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000127818,Catharijnesingel,,34,,POINT (5.1127365892466 52.091045904613)
Catharijnesingel 47 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000127819,Catharijnesingel,,47,,POINT (5.1133646786215 52.090415791424)
Springweg 17 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000127969,Springweg,,17,,POINT (5.118576371252 52.088649985106)
Cornelis Roobolstraat 60 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000128059,Cornelis Roobolstraat,,60,,POINT (5.0957638710901 52.11122017185)
Eemstraat 64 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000128078,Eemstraat,,64,,POINT (5.1167840160101 52.073185786991)
Keukenstraat 15 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000128606,Keukenstraat,,15,,POINT (5.1267521813131 52.087045496588)
St.-Ludgerusstraat 11 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000129054,St.-Ludgerusstraat,,11,,POINT (5.085381849058 52.109418175157)
Cremerplein 17 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000129558,Cremerplein,,17,,POINT (5.0960567257814 52.096056141195)
Steenweg 61 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000130277,Steenweg,,61,,POINT (5.1170116845192 52.090839282817)
Nieuwe Pijlsweerdstraat 75 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000130481,Nieuwe Pijlsweerdstraat,,75,,POINT (5.1055691560438 52.100918765879)
Van Imhoffstraat 2 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000130700,Van Imhoffstraat,,2,,POINT (5.0953186558438 52.09171044557)
Nicolaasstraat 7 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000130812,Nicolaasstraat,,7,,POINT (5.1240307349771 52.083193879904)
Kruisstraat 1 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000131601,Kruisstraat,,1,,POINT (5.1296751156751 52.09379104974)
Pauwstraat 12 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000131687,Pauwstraat,,12,,POINT (5.1175794965275 52.09463429137)
Lange Koestraat 57 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000132108,Lange Koestraat,,57,,POINT (5.1124008426018 52.093524615379)
C. van Maasdijkstraat 43 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000132124,C. van Maasdijkstraat,,43,,POINT (5.0782990534937 52.11424222891)
Amsterdamsestraatweg 1 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000132198,Amsterdamsestraatweg,,1,,POINT (5.1093832512108 52.095828609033)
Douwes Dekkerstraat 1 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000132304,Douwes Dekkerstraat,,1,,POINT (5.1014303245248 52.093274294667)
Bandoengstraat 9 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000132319,Bandoengstraat,,9,,POINT (5.0989270448148 52.091511500792)
Van Humboldtstraat 47 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000132405,Van Humboldtstraat,,47,,POINT (5.1225155784974 52.099812761389)
De Bazelstraat 58 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000132534,De Bazelstraat,,58,,POINT (5.0784345986007 52.116729296896)
Achter Clarenburg 20 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000132947,Achter Clarenburg,,20,,POINT (5.1153512935852 52.090905824976)
Jan van Scorelstraat 54 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000133140,Jan van Scorelstraat,,54,,POINT (5.1429584839548 52.084666265039)
Cartesiusweg 125 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000133270,Cartesiusweg,,125,,POINT (5.0862585654039 52.100535605026)
Cartesiusweg 133 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000133271,Cartesiusweg,,133,,POINT (5.0859164269118 52.098866312982)
Wolfstraat 15 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000133367,Wolfstraat,,15,,POINT (5.1071367034724 52.094948189928)
Prinses Beatrixlaan 49 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000133408,Prinses Beatrixlaan,,49,,POINT (5.0851991310383 52.115968338696)
Paramaribostraat 31 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000133664,Paramaribostraat,,31,,POINT (5.0884914131308 52.093699781372)
Paramaribostraat 43 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000133666,Paramaribostraat,,43,,POINT (5.0883442568021 52.093615325063)
Ternatestraat 12 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000133713,Ternatestraat,,12,,POINT (5.0991831226284 52.091941280029)
A.B.C.-straat 36 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000133839,A.B.C.-straat,,36,,POINT (5.1259175591336 52.086612249637)
Vleutenseweg 355 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000133936,Vleutenseweg,,355,,POINT (5.0961297879124 52.093704674594)
Vleutenseweg 361 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000133937,Vleutenseweg,,361,,POINT (5.0960509490031 52.093715157775)
Frederik Hendrikstraat 93 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000134109,Frederik Hendrikstraat,,93,,POINT (5.1450136066237 52.088862869752)
Laan van Chartroise 2 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000134123,Laan van Chartroise,,2,,POINT (5.1052928005747 52.105480234198)
Molenwerfsteeg 9 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000134161,Molenwerfsteeg,,9,,POINT (5.1135749333178 52.100391651977)
Nieuwe Koekoekstraat 37 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000134191,Nieuwe Koekoekstraat,,37,,POINT (5.1192709131224 52.098127724113)
Achter St.-Pieter 23 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000134274,Achter St.-Pieter,,23,,POINT (5.1234637279762 52.091092721667)
Amsterdamsestraatweg 116 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000134336,Amsterdamsestraatweg,,116,,POINT (5.1059635282352 52.097079361449)
Jan van den Doemstraat 9 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000134481,Jan van den Doemstraat,,9,,POINT (5.1220906824704 52.103992004634)
Jan van den Doemstraat 39 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000134488,Jan van den Doemstraat,,39,,POINT (5.1224984806419 52.104196176278)
Lijsterstraat 31 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000134895,Lijsterstraat,,31,,POINT (5.1181604078613 52.097582487973)
Jan van Scorelstraat 20 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000134907,Jan van Scorelstraat,,20,,POINT (5.1444161649498 52.085888785369)
Jan van Scorelstraat 28 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000134908,Jan van Scorelstraat,,28,,POINT (5.1442766779623 52.085774448513)
Jan van Scorelstraat 40 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000134911,Jan van Scorelstraat,,40,,POINT (5.1439048758733 52.085410653943)
